fileName,buggy_line,rank,rEEFail,rEEPass,num_failed_cetest,num_passed_cetest,num_failed_stetest,num_passed_stetest,num_failed_test,failed_tests_coverage_length,num_passed_test_execute_buggy_line,num_failed_test_execute_buggy_line,bug_id,type_reefail,type_reepass
org/apache/commons/math/util/MathUtils.java,1624,14.5,0,0,0,0,0,0,1,31,1,1,math079,rEEFail=0,rEEPass=0
org/apache/commons/math/linear/EigenDecompositionImpl.java,603,348.5,0,0,0,0,0,0,1,435,16,1,math081,rEEFail=0,rEEPass=0
org/apache/commons/math3/genetics/ElitisticListPopulation.java,51,3.5,1,0.5,4,2,0,0,4,11,0,2,math035,rEEFail=1,0<rEEPass<1
org/apache/commons/math/linear/SingularValueDecompositionImpl.java,166,162.5,0,0.2,0,0,0,1,2,531,4,2,math076,rEEFail=0,0<rEEPass<1
org/apache/commons/math/dfp/Dfp.java,2319,26.5,0,0,0,0,0,0,1,748,0,1,math054,rEEFail=0,rEEPass=0
org/apache/commons/math3/util/ContinuedFraction.java,185,135,0,0.0454545454545455,0,1,0,0,2,443,10,2,math031,rEEFail=0,0<rEEPass<1
org/apache/commons/math/util/MathUtils.java,208,1.5,1,0.214285714285714,0,0,1,9,1,27,1,1,math092,rEEFail=1,0<rEEPass<1
org/apache/commons/math/optimization/direct/MultiDirectional.java,94,104,0,0.333333333333333,0,1,0,1,2,123,2,1,math084,rEEFail=0,0<rEEPass<1
org/apache/commons/math/stat/clustering/KMeansPlusPlusClusterer.java,175,8,0,0,0,0,0,0,1,64,2,1,math057,rEEFail=0,rEEPass=0
org/apache/commons/math/complex/Complex.java,1018,18,0,0.00840336134453782,0,1,0,0,4,247,2,2,math037,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/linear/RectangularCholeskyDecomposition.java,69,74.5,0,0,0,0,0,0,2,178,1,2,math021,rEEFail=0,rEEPass=0
org/apache/commons/math3/distribution/MultivariateNormalDistribution.java,183,72.5,0,0,0,0,0,0,1,473,1,1,math011,rEEFail=0,rEEPass=0
org/apache/commons/math/ode/AbstractIntegrator.java,280,272,0,0,0,0,0,0,1,740,0,1,math044,rEEFail=0,rEEPass=0
org/apache/commons/math/analysis/solvers/BaseSecantSolver.java,188,129.5,1,0,1,0,0,0,1,356,0,1,math050,rEEFail=1,rEEPass=0
org/apache/commons/math/util/MathUtils.java,412,11,0,0.219512195121951,0,0,0,9,1,22,1,1,math094,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/distribution/UniformRealDistribution.java,184,2,0,0.103448275862069,0,3,0,0,2,243,0,1,math022,rEEFail=0,0<rEEPass<1
org/apache/commons/math/complex/Complex.java,258,2.5,0,0.0121951219512195,0,0,0,1,1,19,3,1,math096,rEEFail=0,0<rEEPass<1
org/apache/commons/math/fraction/BigFraction.java,735,2.5,0,0.36,0,8,0,1,2,23,1,1,math036,rEEFail=0,0<rEEPass<1
org/apache/commons/math/complex/Complex.java,153,1.5,0,0.0103092783505155,0,1,0,0,1,12,9,1,math053,rEEFail=0,0<rEEPass<1
org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,419,123.5,0,0,0,0,0,0,2,399,15,2,math068,rEEFail=0,rEEPass=0
org/apache/commons/math/linear/CholeskyDecompositionImpl.java,114,62,1,0.285714285714286,2,2,0,0,2,209,6,2,math086,rEEFail=1,0<rEEPass<1
org/apache/commons/math/linear/OpenMapRealMatrix.java,50,14.5,1,0,1,0,0,0,1,28,0,1,math045,rEEFail=1,0<rEEPass<1
org/apache/commons/math/util/MathUtils.java,543,3,1,0.214285714285714,0,0,2,9,2,31,0,1,math099,rEEFail=1,0<rEEPass<1
org/apache/commons/math3/distribution/HypergeometricDistribution.java,268,46,0,0.0666666666666667,0,1,0,0,1,108,6,1,math002,rEEFail=0,0<rEEPass<1
org/apache/commons/math/linear/ArrayRealVector.java,721,15,1,0.416666666666667,0,2,2,5,2,98,0,1,math077,rEEFail=1,0<rEEPass<1
org/apache/commons/math/util/MathUtils.java,345,1,0,0.219512195121951,0,0,0,9,1,10,1,1,math093,rEEFail=0,0<rEEPass<1
org/apache/commons/math/optimization/univariate/MultiStartUnivariateRealOptimizer.java,146,337,0,0,0,0,0,0,1,440,1,1,math062,rEEFail=0,rEEPass=0
org/apache/commons/math3/fraction/Fraction.java,597,1,0,0.375,0,9,0,0,1,33,1,1,math027,rEEFail=0,0<rEEPass<1
org/apache/commons/math/optimization/univariate/BrentOptimizer.java,44,45.5,0.5,0.333333333333333,1,1,2,1,4,290,3,4,math066,0<rEEFail<1,0<rEEPass<1
org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,278,241,0,0,0,0,0,0,2,402,16,2,math064,rEEFail=0,rEEPass=0
org/apache/commons/math3/geometry/euclidean/threed/Line.java,87,2.5,0,0,0,0,0,0,1,81,0,1,math009,rEEFail=0,rEEPass=0
org/apache/commons/math3/optim/nonlinear/vector/Weight.java,43,92,0,0.125,0,1,0,0,1,131,8,1,math014,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/optimization/linear/SimplexTableau.java,338,35.5,0,0.173913043478261,0,4,0,0,1,324,16,1,math033,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/optimization/direct/CMAESOptimizer.java,932,19.5,0,0.36,0,9,0,0,1,972,3,1,math018,rEEFail=0,0<rEEPass<1
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver.java,235,52,0,0.214285714285714,0,3,0,0,1,167,7,1,math040,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/optimization/univariate/BrentOptimizer.java,267,142,0,0.25,0,2,0,0,1,266,7,1,math024,rEEFail=0,0<rEEPass<1
org/apache/commons/math/util/FastMath.java,3482,1.5,0,0,0,0,0,0,1,222,0,1,math059,rEEFail=0,rEEPass=0
org/apache/commons/math/stat/Frequency.java,121,1,1,0.166666666666667,0,0,1,1,1,4,5,1,math090,rEEFail=1,0<rEEPass<1
org/apache/commons/math/geometry/euclidean/threed/Rotation.java,344,18.5,0,0.416666666666667,0,2,0,3,1,101,1,1,math052,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/stat/inference/MannWhitneyUTest.java,173,64,0,0.5,0,1,0,0,1,130,1,1,math030,rEEFail=0,0<rEEPass<1
org/apache/commons/math/linear/OpenMapRealVector.java,370,12.5,0,0.375,0,3,0,0,1,126,1,1,math049,rEEFail=0,0<rEEPass<1
