fileName,buggy_line,rank,rEEFail,rEEPass,num_failed_cetest,num_passed_cetest,num_failed_stetest,num_passed_stetest,num_failed_test,failed_tests_coverage_length,num_passed_test_execute_buggy_line,num_failed_test_execute_buggy_line,type_reefail,type_reepass
org/apache/commons/math3/optimization/direct/BaseAbstractMultivariateOptimizer.java,282,5,1,0.140845070422535,1,10,0,0,1,1101,11,1,rEEFail=1,0<rEEPass<1
org/apache/commons/math3/stat/correlation/StorelessBivariateCovariance.java,104,57.5,0,0.1,0,1,0,3,1,135,0,1,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/optimization/SimplePointChecker.java,139,6,0,0.357142857142857,0,5,0,0,1,25,0,1,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/stat/correlation/PearsonsCorrelation.java,192,5,0,0.136363636363636,0,1,0,3,9,506,3,9,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/optim/PointValuePair.java,58,2,0,0.333333333333333,0,3,0,0,2,15,1,2,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/optimization/fitting/HarmonicFitter.java,341,1,0.25,0.166666666666667,1,4,0,0,4,255,0,4,0<rEEFail<1,0<rEEPass<1
org/apache/commons/math3/optim/nonlinear/scalar/noderiv/PowellOptimizer.java,283,89,0,0.225806451612903,0,14,0,0,4,457,0,4,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/geometry/euclidean/oned/SubOrientedPoint.java,59,47,0,0,0,0,0,0,1,181,0,1,rEEFail=0,rEEPass=0
org/apache/commons/math3/optim/nonlinear/scalar/noderiv/NelderMeadSimplex.java,271,7,0,0.215384615384615,0,14,0,0,1,251,0,1,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/stat/regression/AbstractMultipleLinearRegression.java,235,11,0.217391304347826,0.111111111111111,0,2,10,2,46,130,0,46,0<rEEFail<1,0<rEEPass<1
org/apache/commons/math3/optim/nonlinear/scalar/noderiv/NelderMeadSimplex.java,257,6.5,0,0.241379310344828,0,14,0,0,8,491,1,8,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/optimization/fitting/HarmonicFitter.java,378,57.5,0,0.192307692307692,0,5,0,0,2,1007,2,2,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/optimization/SimpleValueChecker.java,126,2.5,0,0.357142857142857,0,5,0,0,1,6,3,1,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/optim/nonlinear/scalar/noderiv/NelderMeadSimplex.java,274,7,0,0.215384615384615,0,14,0,0,1,254,0,1,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/stat/regression/AbstractMultipleLinearRegression.java,150,12.5,0.217391304347826,0.111111111111111,0,2,10,2,46,133,0,46,0<rEEFail<1,0<rEEPass<1
org/apache/commons/math3/stat/inference/MannWhitneyUTest.java,187,12,0,0.395833333333333,0,19,0,0,1,292,1,1,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/optim/nonlinear/scalar/MultivariateFunctionMappingAdapter.java,162,23,0,0,0,0,0,0,4,95,0,4,rEEFail=0,rEEPass=0
org/apache/commons/math3/stat/regression/AbstractMultipleLinearRegression.java,119,5.5,0,0.197183098591549,0,2,0,12,11,463,4,11,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/optimization/fitting/HarmonicFitter.java,323,5,0,0.185185185185185,0,5,0,0,1,113,0,1,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/ml/clustering/FuzzyKMeansClusterer.java,308,105.5,0,0.4,0,6,0,0,1,252,0,1,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/ml/clustering/FuzzyKMeansClusterer.java,348,106.5,0,0.4,0,6,0,0,1,255,0,1,rEEFail=0,0<rEEPass<1
org/apache/commons/math3/optim/nonlinear/scalar/noderiv/PowellOptimizer.java,231,2.5,0,0.215384615384615,0,14,0,0,1,375,0,1,rEEFail=0,0<rEEPass<1
